#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_benguet_adj;Benguetian;;bengueter;;;;;;;;;;;x
c_bentong;Bentong;Bentong;Bentong;;Bentong;;;;;;;;;x
c_bentong_adj;Bentongian;;bentonger;;;;;;;;;;;x
c_beppu;Beppu;Beppu;Beppu;;Beppu;;;;;;;;;x
c_beppu_adj;Beppian;;bepper;;;;;;;;;;;x
c_besut;Besut;Besut;Besut;;Besut;;;;;;;;;x
c_besut_adj;Besutian;;besuter;;;;;;;;;;;x
c_bima;Bima;Bima;Bima;;Bima;;;;;;;;;x
c_bima_adj;Biman;;bimer;;;;;;;;;;;x
c_binh_dhinh;Bình Ðinh;Bình Ðinh;Bình Ðinh;;Bình Ðinh;;;;;;;;;x
c_binh_dhinh_adj;Bình Ðinhian;;Bình Ðinher;;;;;;;;;;;x
c_binh_duong;Bình Duong;Bình Duong;Bình Duong;;Bình Duong;;;;;;;;;x
c_binh_duong_adj;Bình Duongian;;Bình Duonger;;;;;;;;;;;x
c_binh_phuoc;Bình Phuoc;Bình Phuoc;Bình Phuoc;;Bình Phuoc;;;;;;;;;x
c_binh_phuoc_adj;Bình Phuocian;;Bình Phuocer;;;;;;;;;;;x
c_binh_thuan;Bình Thuân;Bình Thuân;Bình Thuân;;Bình Thuân;;;;;;;;;x
c_binh_thuan_adj;Bình Thuânian;;Bình Thuâner;;;;;;;;;;;x
c_bintuni;Bintuni;Bintuni;Bintuni;;Bintuni;;;;;;;;;x
c_bintuni_adj;Bintunian;;bintuner;;;;;;;;;;;x
c_bireuen;Bireuen;Bireuen;Bireuen;;Bireuen;;;;;;;;;x
c_bireuen_adj;Bireuenian;;bireuener;;;;;;;;;;;x
c_blora;Blora;Blora;Blora;;Blora;;;;;;;;;x
c_blora_adj;Bloran;;blorer;;;;;;;;;;;x
c_boalemo;Boalemo;Boalemo;Boalemo;;Boalemo;;;;;;;;;x
c_boalemo_adj;Boalemian;;boalemer;;;;;;;;;;;x
c_bohol;Bohol;Bohol;Bohol;;Bohol;;;;;;;;;x
c_bohol_adj;Boholian;;boholer;;;;;;;;;;;x
c_bojonegoro;Bojonegoro;Bojonegoro;Bojonegoro;;Bojonegoro;;;;;;;;;x
c_bojonegoro_adj;Bojonegorian;;bojonegorer;;;;;;;;;;;x
c_bokeo;Bokeo;Bokeo;Bokeo;;Bokeo;;;;;;;;;x
c_bokeo_adj;Bokian;;boker;;;;;;;;;;;x
c_bolikhamsai;Bolikhamsai;Bolikhamsai;Bolikhamsai;;Bolikhamsai;;;;;;;;;x
c_bolikhamsai_adj;Bolikhamsian;;bolikhamser;;;;;;;;;;;x
c_bombana;Bombana;Bombana;Bombana;;Bombana;;;;;;;;;x
c_bombana_adj;Bombanan;;bombaner;;;;;;;;;;;x
c_bondowoso;Bondowoso;Bondowoso;Bondowoso;;Bondowoso;;;;;;;;;x
c_bondowoso_adj;Bondowosian;;bondowoser;;;;;;;;;;;x
c_bone;Bone;Bone;Bone;;Bone;;;;;;;;;x
c_bone_adj;Bonean;;boner;;;;;;;;;;;x
c_bone_bolango;Bone Bolango;Bone Bolango;Bone Bolango;;Bone Bolango;;;;;;;;;x
c_bone_bolango_adj;Bone Bolangian;;Bone Bolanger;;;;;;;;;;;x
c_boroko;Boroko;Boroko;Boroko;;Boroko;;;;;;;;;x
c_boroko_adj;Borokian;;boroker;;;;;;;;;;;x
c_bualemo;Bualemo;Bualemo;Bualemo;;Bualemo;;;;;;;;;x
c_bualemo_adj;Bualemian;;bualemer;;;;;;;;;;;x
c_buko;Buko;Buko;Buko;;Buko;;;;;;;;;x
c_buko_adj;Bukian;;buker;;;;;;;;;;;x
c_bula;Bula;Bula;Bula;;Bula;;;;;;;;;x
c_bula_adj;Bulan;;buler;;;;;;;;;;;x
c_bulacan;Bulacan;Bulacan;Bulacan;;Bulacan;;;;;;;;;x
c_bulacan_adj;Bulacanian;;bulacaner;;;;;;;;;;;x
c_buleleng;Buleleng;Buleleng;Buleleng;;Buleleng;;;;;;;;;x
c_buleleng_adj;Bulelengian;;bulelenger;;;;;;;;;;;x
c_bulolo;Bulolo;Bulolo;Bulolo;;Bulolo;;;;;;;;;x
c_bulolo_adj;Bulolian;;buloler;;;;;;;;;;;x
c_bulukumba;Bulukumba;Bulukumba;Bulukumba;;Bulukumba;;;;;;;;;x
c_bulukumba_adj;Bulukumban;;bulukumber;;;;;;;;;;;x
c_bungku_utara;Bungku Utara;Bungku Utara;Bungku Utara;;Bungku Utara;;;;;;;;;x
c_bungku_utara_adj;Bungku Utaran;;Bungku Utarer;;;;;;;;;;;x
c_buol;Buol;Buol;Buol;;Buol;;;;;;;;;x
c_buol_adj;Buolian;;buoler;;;;;;;;;;;x
c_buru;Buru;Buru;Buru;;Buru;;;;;;;;;x
c_buru_adj;Burian;;burer;;;;;;;;;;;x
c_buton;Buton;Buton;Buton;;Buton;;;;;;;;;x
c_buton_adj;Butonian;;butoner;;;;;;;;;;;x
c_butuan;Butuan;Butuan;Butuan;;Butuan;;;;;;;;;x
c_butuan_adj;Butuanian;;butuaner;;;;;;;;;;;x
c_ca_mau;Cà Mau;Cà Mau;Cà Mau;;Cà Mau;;;;;;;;;x
c_ca_mau_adj;Cà Mian;;Cà Mer;;;;;;;;;;;x
c_cabadbaran;Cabadbaran;Cabadbaran;Cabadbaran;;Cabadbaran;;;;;;;;;x
c_cabadbaran_adj;Cabadbaranian;;cabadbaraner;;;;;;;;;;;x
c_cagayan;Cagayan;Cagayan;Cagayan;;Cagayan;;;;;;;;;x
c_cagayan_adj;Cagayanian;;cagayaner;;;;;;;;;;;x
c_camarines_norte;Camarines Norte;Camarines Norte;Camarines Norte;;Camarines Norte;;;;;;;;;x
c_camarines_norte_adj;Camarines Nortean;;Camarines Norter;;;;;;;;;;;x
c_camarines_sur;Camarines Sur;Camarines Sur;Camarines Sur;;Camarines Sur;;;;;;;;;x
c_camarines_sur_adj;Camarines Surian;;Camarines Surer;;;;;;;;;;;x
c_can_tho;Cân Tho;Cân Tho;Cân Tho;;Cân Tho;;;;;;;;;x
c_can_tho_adj;Cân Thian;;Cân Ther;;;;;;;;;;;x
c_cao_bang;Cao Bang;Cao Bang;Cao Bang;;Cao Bang;;;;;;;;;x
c_cao_bang_adj;Cao Bangian;;Cao Banger;;;;;;;;;;;x
c_capiz;Capiz;Capiz;Capiz;;Capiz;;;;;;;;;x
c_capiz_adj;Capizian;;capizer;;;;;;;;;;;x
c_catanduanes;Catanduanes;Catanduanes;Catanduanes;;Catanduanes;;;;;;;;;x
c_catanduanes_adj;Catanduanesian;;catanduaneser;;;;;;;;;;;x
c_cavite;Cavite;Cavite;Cavite;;Cavite;;;;;;;;;x
c_cavite_adj;Cavitean;;caviter;;;;;;;;;;;x
c_cebu;Cebu;Cebu;Cebu;;Cebu;;;;;;;;;x
c_cebu_adj;Cebian;;ceber;;;;;;;;;;;x
c_chambri;Chambri;Chambri;Chambri;;Chambri;;;;;;;;;x
c_chambri_adj;Chambrian;;chambrer;;;;;;;;;;;x
c_champasak;Champasak;Champasak;Champasak;;Champasak;;;;;;;;;x
c_champasak_adj;Champasakian;;champasaker;;;;;;;;;;;x
c_chernigovsky;Chernigovsky;Chernigovsky;Chernigovsky;;Chernigovsky;;;;;;;;;x
c_chernigovsky_adj;Chernigovskian;;chernigovsker;;;;;;;;;;;x
c_chiba;Chiba;Chiba;Chiba;;Chiba;;;;;;;;;x
c_chiba_adj;Chiban;;chiber;;;;;;;;;;;x
c_chimbu;Chimbu;Chimbu;Chimbu;;Chimbu;;;;;;;;;x
c_chimbu_adj;Chimbian;;chimber;;;;;;;;;;;x
c_chongju;Chongju;Chongju;Chongju;;Chongju;;;;;;;;;x
c_chongju_adj;Chongjian;;chongjer;;;;;;;;;;;x
c_chuguyevsky;Chuguyevsky;Chuguyevsky;Chuguyevsky;;Chuguyevsky;;;;;;;;;x
c_chuguyevsky_adj;Chuguyevskian;;chuguyevsker;;;;;;;;;;;x
c_chungcheong;Chungcheong;Chungcheong;Chungcheong;;Chungcheong;;;;;;;;;x
c_chungcheong_adj;Chungcheongian;;chungcheonger;;;;;;;;;;;x
c_chungju;Chungju;Chungju;Chungju;;Chungju;;;;;;;;;x
c_chungju_adj;Chungjian;;chungjer;;;;;;;;;;;x
c_cilacap;Cilacap;Cilacap;Cilacap;;Cilacap;;;;;;;;;x
c_cilacap_adj;Cilacapian;;cilacaper;;;;;;;;;;;x
c_cirebon;Cirebon;Cirebon;Cirebon;;Cirebon;;;;;;;;;x
c_cirebon_adj;Cirebonian;;cireboner;;;;;;;;;;;x
c_coron;Coron;Coron;Coron;;Coron;;;;;;;;;x
c_coron_adj;Coronian;;coroner;;;;;;;;;;;x
c_cotabato;Cotabato;Cotabato;Cotabato;;Cotabato;;;;;;;;;x
c_cotabato_adj;Cotabatian;;cotabater;;;;;;;;;;;x
c_daejeon;Daejeon;Daejeon;Daejeon;;Daejeon;;;;;;;;;x
c_daejeon_adj;Daejeonian;;daejeoner;;;;;;;;;;;x
c_dalnegorsk;Dalnegorsk;Dalnegorsk;Dalnegorsk;;Dalnegorsk;;;;;;;;;x
c_dalnegorsk_adj;Dalnegorskian;;dalnegorsker;;;;;;;;;;;x
c_dalnerachensky;Dalnerachensky;Dalnerachensky;Dalnerachensky;;Dalnerachensky;;;;;;;;;x
c_dalnerachensky_adj;Dalnerachenskian;;dalnerachensker;;;;;;;;;;;x
c_davao;Davao;Davao;Davao;;Davao;;;;;;;;;x
c_davao_adj;Davian;;daver;;;;;;;;;;;x
c_davao_de_oro;Davao de Oro;Davao de Oro;Davao de Oro;;Davao de Oro;;;;;;;;;x
c_davao_de_oro_adj;Davao de Orian;;Davao de Orer;;;;;;;;;;;x
c_davao_del_norte;Davao del Norte;Davao del Norte;Davao del Norte;;Davao del Norte;;;;;;;;;x
c_davao_del_norte_adj;Davao del Nortean;;Davao del Norter;;;;;;;;;;;x
c_davao_del_sur;Davao del Sur;Davao del Sur;Davao del Sur;;Davao del Sur;;;;;;;;;x
c_davao_del_sur_adj;Davao del Surian;;Davao del Surer;;;;;;;;;;;x
c_davao_occidental;Davao Occidental;Davao Occidental;Davao Occidental;;Davao Occidental;;;;;;;;;x
c_davao_occidental_adj;Davao Occidentalian;;Davao Occidentaler;;;;;;;;;;;x
c_deiyai_dogiyai;Deiyai-Dogiyai;Deiyai-Dogiyai;Deiyai-Dogiyai;;Deiyai-Dogiyai;;;;;;;;;x
c_deiyai_dogiyai_adj;Deiyai-Dogian;;deiyai-doger;;;;;;;;;;;x
c_denpasar;Denpasar;Denpasar;Denpasar;;Denpasar;;;;;;;;;x
c_denpasar_adj;Denpasarian;;denpasarer;;;;;;;;;;;x
c_dha_nang;Ðà Nang;Ðà Nang;Ðà Nang;;Ðà Nang;;;;;;;;;x
c_dha_nang_adj;Ðà Nangian;;Ðà Nanger;;;;;;;;;;;x
c_dhak_lak;Ðak Lak;Ðak Lak;Ðak Lak;;Ðak Lak;;;;;;;;;x
c_dhak_lak_adj;Ðak Lakian;;Ðak Laker;;;;;;;;;;;x
c_dhak_nong;Ðak Nong;Ðak Nong;Ðak Nong;;Ðak Nong;;;;;;;;;x
c_dhak_nong_adj;Ðak Nongian;;Ðak Nonger;;;;;;;;;;;x
c_dhien_bien;Ðiên Biên;Ðiên Biên;Ðiên Biên;;Ðiên Biên;;;;;;;;;x
c_dhien_bien_adj;Ðiên Biênian;;Ðiên Biêner;;;;;;;;;;;x
c_dhong_nai;Ðông Nai;Ðông Nai;Ðông Nai;;Ðông Nai;;;;;;;;;x
c_dhong_nai_adj;Ðông Nian;;Ðông Ner;;;;;;;;;;;x
c_dhong_thap;Ðông Tháp;Ðông Tháp;Ðông Tháp;;Ðông Tháp;;;;;;;;;x
c_dhong_thap_adj;Ðông Thápian;;Ðông Tháper;;;;;;;;;;;x
c_dili;Dili;Dili;Dili;;Dili;;;;;;;;;x
c_dili_adj;Dilian;;diler;;;;;;;;;;;x
c_dipolog;Dipolog;Dipolog;Dipolog;;Dipolog;;;;;;;;;x
c_dipolog_adj;Dipologian;;dipologer;;;;;;;;;;;x
c_dolak;Dolak;Dolak;Dolak;;Dolak;;;;;;;;;x
c_dolak_adj;Dolakian;;dolaker;;;;;;;;;;;x
c_donggala;Donggala;Donggala;Donggala;;Donggala;;;;;;;;;x
c_donggala_adj;Donggalan;;donggaler;;;;;;;;;;;x
c_donggala_utara;Donggala Utara;Donggala Utara;Donggala Utara;;Donggala Utara;;;;;;;;;x
c_donggala_utara_adj;Donggala Utaran;;Donggala Utarer;;;;;;;;;;;x
c_dumai;Dumai;Dumai;Dumai;;Dumai;;;;;;;;;x
c_dumai_adj;Dumian;;dumer;;;;;;;;;;;x
c_dungun;Dungun;Dungun;Dungun;;Dungun;;;;;;;;;x
c_dungun_adj;Dungunian;;dunguner;;;;;;;;;;;x
c_eastern_samar;Eastern Samar;Eastern Samar;Eastern Samar;;Eastern Samar;;;;;;;;;x
c_eastern_samar_adj;Eastern Samarian;;Eastern Samarer;;;;;;;;;;;x
c_ehime;Ehime;Ehime;Ehime;;Ehime;;;;;;;;;x
c_ehime_adj;Ehimean;;ehimer;;;;;;;;;;;x
c_ende;Ende;Ende;Ende;;Ende;;;;;;;;;x
c_ende_adj;Endean;;ender;;;;;;;;;;;x
c_fakfak;Fakfak;Fakfak;Fakfak;;Fakfak;;;;;;;;;x
c_fakfak_adj;Fakfakian;;fakfaker;;;;;;;;;;;x
c_finschhafen;Finschhafen;Finschhafen;Finschhafen;;Finschhafen;;;;;;;;;x
c_finschhafen_adj;Finschhafenian;;finschhafener;;;;;;;;;;;x
c_fly;Fly;Fly;Fly;;Fly;;;;;;;;;x
c_fly_adj;Flian;;fler;;;;;;;;;;;x
c_fukui;Fukui;Fukui;Fukui;;Fukui;;;;;;;;;x
c_fukui_adj;Fukian;;fuker;;;;;;;;;;;x
c_fukuoka;Fukuoka;Fukuoka;Fukuoka;;Fukuoka;;;;;;;;;x
c_fukuoka_adj;Fukuokan;;fukuoker;;;;;;;;;;;x
c_gane;Gane;Gane;Gane;;Gane;;;;;;;;;x
c_gane_adj;Ganean;;ganer;;;;;;;;;;;x
c_gangwon;Gangwon;Gangwon;Gangwon;;Gangwon;;;;;;;;;x
c_gangwon_adj;Gangwonian;;gangwoner;;;;;;;;;;;x
c_gazelle;Gazelle;Gazelle;Gazelle;;Gazelle;;;;;;;;;x
c_gazelle_adj;Gazellean;;gazeller;;;;;;;;;;;x
c_general_santos;General Santos;General Santos;General Santos;;General Santos;;;;;;;;;x
c_general_santos_adj;General Santosian;;General Santoser;;;;;;;;;;;x
c_george_town;George Town;George Town;George Town;;George Town;;;;;;;;;x
c_george_town_adj;George Townian;;George Towner;;;;;;;;;;;x
c_gia_lai;Gia Lai;Gia Lai;Gia Lai;;Gia Lai;;;;;;;;;x
c_gia_lai_adj;Gia Lian;;Gia Ler;;;;;;;;;;;x
c_gifu;Gifu;Gifu;Gifu;;Gifu;;;;;;;;;x
c_gifu_adj;Gifian;;gifer;;;;;;;;;;;x
c_glan;Glan;Glan;Glan;;Glan;;;;;;;;;x
c_glan_adj;Glanian;;glaner;;;;;;;;;;;x
c_gloucester;Gloucester;Gloucester;Gloucester;;Gloucester;;;;;;;;;x
c_gloucester_adj;Gloucesterian;;gloucesterer;;;;;;;;;;;x
c_goilala;Goilala;Goilala;Goilala;;Goilala;;;;;;;;;x
c_goilala_adj;Goilalan;;goilaler;;;;;;;;;;;x
c_goroka;Goroka;Goroka;Goroka;;Goroka;;;;;;;;;x
c_goroka_adj;Gorokan;;goroker;;;;;;;;;;;x
c_gorom_wakate;Gorom-Wakate;Gorom-Wakate;Gorom-Wakate;;Gorom-Wakate;;;;;;;;;x
c_gorom_wakate_adj;Gorom-Wakatean;;gorom-wakater;;;;;;;;;;;x
c_gorontalo;Gorontalo;Gorontalo;Gorontalo;;Gorontalo;;;;;;;;;x
c_gorontalo_adj;Gorontalian;;gorontaler;;;;;;;;;;;x
c_goto;Goto;Goto;Goto;;Goto;;;;;;;;;x
c_goto_adj;Gotian;;goter;;;;;;;;;;;x
c_grobogan;Grobogan;Grobogan;Grobogan;;Grobogan;;;;;;;;;x
c_grobogan_adj;Groboganian;;groboganer;;;;;;;;;;;x
c_gua_musang;Gua Musang;Gua Musang;Gua Musang;;Gua Musang;;;;;;;;;x
c_gua_musang_adj;Gua Musangian;;Gua Musanger;;;;;;;;;;;x
c_gwangju;Gwangju;Gwangju;Gwangju;;Gwangju;;;;;;;;;x
c_gwangju_adj;Gwangjian;;gwangjer;;;;;;;;;;;x
c_ha_giang;Hà Giang;Hà Giang;Hà Giang;;Hà Giang;;;;;;;;;x
c_ha_giang_adj;Hà Giangian;;Hà Gianger;;;;;;;;;;;x
c_ha_nam;Hà Nam;Hà Nam;Hà Nam;;Hà Nam;;;;;;;;;x
c_ha_nam_adj;Hà Namian;;Hà Namer;;;;;;;;;;;x
c_ha_noi;Hà Nôi;Hà Nôi;Hà Nôi;;Hà Nôi;;;;;;;;;x
c_ha_noi_adj;Hà Nôian;;Hà Nôer;;;;;;;;;;;x
c_ha_tinh;Hà Tinh;Hà Tinh;Hà Tinh;;Hà Tinh;;;;;;;;;x
c_ha_tinh_adj;Hà Tinhian;;Hà Tinher;;;;;;;;;;;x
c_hachijo;Hachijo;Hachijo;Hachijo;;Hachijo;;;;;;;;;x
c_hachijo_adj;Hachijian;;hachijer;;;;;;;;;;;x
c_haeju;Haeju;Haeju;Haeju;;Haeju;;;;;;;;;x
c_haeju_adj;Haejian;;haejer;;;;;;;;;;;x
c_hai_duong;Hai Duong;Hai Duong;Hai Duong;;Hai Duong;;;;;;;;;x
c_hai_duong_adj;Hai Duongian;;Hai Duonger;;;;;;;;;;;x
c_hai_phong;Hai Phòng;Hai Phòng;Hai Phòng;;Hai Phòng;;;;;;;;;x
c_hai_phong_adj;Hai Phòngian;;Hai Phònger;;;;;;;;;;;x
c_hakone;Hakone;Hakone;Hakone;;Hakone;;;;;;;;;x
c_hakone_adj;Hakonean;;hakoner;;;;;;;;;;;x
c_hamada;Hamada;Hamada;Hamada;;Hamada;;;;;;;;;x
c_hamada_adj;Hamadan;;hamader;;;;;;;;;;;x
c_hamadori;Hamadori;Hamadori;Hamadori;;Hamadori;;;;;;;;;x
c_hamadori_adj;Hamadorian;;hamadorer;;;;;;;;;;;x
c_hamana;Hamana;Hamana;Hamana;;Hamana;;;;;;;;;x
