#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

#####ATE ISLAM EVENTS#####

### HAJJ REWRITEN EVENT ###

EVTDESC_hajj4;Sitting atop Phnom Oudong is the Masjid of Imam San. Said to have been built by Imam San himself, with the blessing of an ancient Khmer king, the ancient masjid now houses the tomb of the Venerable Imam himself. Every year countless Muslims gather here to pay respects and seek blessings from his holiness.;;;;;;;;;;;;;x
EVTOPTA_hajj4;Oh Imam, I seek the blessings of Allah through your intercession.;;;;;;;;;;;;;x
EVTOPTB_hajj4;Bah, what good is a dead man's blessing?;;;;;;;;;;;;;x

EVTTITLE_HAJJTWINHEROSHRINE;On Mbeng Kate;;;;;;;;;;;;;x
EVTDESC_hajj5;Something about the Mbeng Kate.;;;;;;;;;;;;;x
EVTOPTA_hajj5;Oh Acars, what is the story of our Ancestors!;;;;;;;;;;;;;x
EVTOPTB_hajj5;Bah, what about those ancient stories!;;;;;;;;;;;;;x

EVTTITLE_hajj26;A Conversation;;;;;;;;;;;;;x
EVTDESC_hajj26;You have arrived in the city of Oudong, home of the Venerable Imam. As you walk across the streets you observe many people that have welcomed us as brothers, perhaps it doesn't hurt to converse with those that may not share our belief in the One God...;;;;;;;;;;;;;x
EVTOPT_hajjtolerantimamsantomb;Come brothers let us converse about the day.;;;;;;;;;;;;;x
EVTOPT_hajjzealousimamsantomb;If only they could understand Allah and his message.;;;;;;;;;;;;;x

EVTTITLE_hajj27;Auspiscious Offerings;;;;;;;;;;;;;x
EVTDESC_hajj27;As pilgrims line up to offer cash to the tomb, in exchange for barakah, I look towards my servants carrying my gold and ponder how much I should offer.;;;;;;;;;;;;;x
EVTOPTA_hajj27;I will offer a modest amount for blessings of prosperity...;;;;;;;;;;;;;x
EVTOPTB_hajj27;Wealth only blinds us from the way of Allah!;;;;;;;;;;;;;x
EVTOPTC_hajj27;If everybody sees me make a generous offer, they'll know of my glory!;;;;;;;;;;;;;x
EVTOPTD_hajj27;On second thought...;;;;;;;;;;;;;x

EVTTITLE_HAJJIMAMSANTOMBARRIVED;Trees of Offerings;;;;;;;;;;;;;x
EVTDESC_hajjimamsantomb;While the men engage in prayer, the women attending the pilgrimage prepare elaborate trees of offerings to Allah. An elaborate cake is erected, with rice cakes in shaped into intricate mandalas form the trunks and fruits of the tree, while ceremonial cash, flowers, and other decorations adorn its branches. These offerings not only display the devotion of the women who made them, but also show off the talents of the women.;;;;;;;;;;;;;x
EVTOPTA_hajjimamsantomb;I watch as my wife crafts her own tree.;;;;;;;;;;;;;x
EVTOPTB_hajjimamsantomb;I begin in the name of Allah.;;;;;;;;;;;;;x
EVTOPTC_hajjimamsantomb;My wife must have the most elaborate tree here.;;;;;;;;;;;;;x
EVTOPTD_hajjimamsantomb;Nobody will notice a piece missing, right?;;;;;;;;;;;;;x
EVTOPTE_hajjimamsantomb;What a wonderful display of devotion!;;;;;;;;;;;;;x

EVTDESC_hajjimamsantombhome;Walking back through the familiar gates of my castle, I can't help but feel fulfilled. I have travelled across the land, and returned a changed worshiper. Before Allah, all men are indeed equal.;;;;;;;;;;;;;x
EVTOPT_hajjimamsantombhome;There is no god but Allah the Light!;;;;;;;;;;;;;x

EVTTITLE_HAJJDEMAK;A Blessed Trip to Demak;;;;;;;;;;;;;x
EVTDESC_hajj6;The Regency of Semarang, seat of the powerful Demak Sultanate, has been a hub of sufi mystics and other wise sages who walk among the people of Java. Some claim that in the times long consigned to myth that a great teachers spread the Light of the Ummah to the Islands of Indonesia was great fervor to create the resplendant communities of believers across Nusantara.;;;;;;;;;;;;;x
EVTOPTA_hajj6;To Demak we depart!;;;;;;;;;;;;;x

EVTDESC_hajj37;The Regency of Semarang has always been a city of mystics even in the times before the word of the prophet came to be well-known in these far flung lands from whence they came. It is said that the city was home to powerful sage-kings that once ruled powerful mandala states throughout Java including the illustrious Demak Sultanate. the Sufi mystics in these lands recite this ancient tales as a one of the many stories with wise teachings as is the custom among their circles.;;;;;;;;;;;;;x
EVTOPT_hajjssufimysteries;I will hear your words.;;;;;;;;;;;;;x
EVTOPT_hajjnosufimysteries;I have better things in this life...;;;;;;;;;;;;;x
EVTDESC_hajj38;A beggar came before you requesting your kind patronage, this is a common thing in Semarang where wise Walis would go to great lengths to find answers within the divine even among those that don't heed the book like our wayward brothers.;;;;;;;;;;;;;x
EVTOPT_hajjkindpatron;It is my duty as a pious muslim.;;;;;;;;;;;;;x
EVTOPT_hajjzealous;A heathen? , a pity indeed.;;;;;;;;;;;;;x
EVTTITLE_HAJJDEMAKARRIVED;The Great Mosque of Demak;;;;;;;;;;;;;x
EVTDESC_hajjdemak;As you make your way through the streets you see the glorious Great Mosque of Demak, the home of the Wali Songo, the Nine-Saints. It is said that this mosque is especially dedicated to Sunan Kalijaga, a saint who was born in the Demak Sultanate, whose teachings are recorded in the Babad Tanah Jawi, and whose legacy of understanding best highlights the traditions of Nusantaran Islam. Demak there for holds great significance to Javanese Muslims as regional focal point of the Ummah in Indonesia.;;;;;;;;;;;;;x
EVTOPT_hajjdemak1;May your wisdom resound across islands!;;;;;;;;;;;;;x
EVTDESC_hajjdemakhome;Walking back through the familiar gates of my castle, I can't help but feel fulfilled. I have travelled across the land, and returned a changed man. Before Allah, all men are indeed equal.;;;;;;;;;;;;;x
EVTOPT_hajjdemakhome;There is no god but Allah the Light!;;;;;;;;;;;;;x

EVTDESC_hajjhadith;As you stop for camp one evening, you notice that an old man in poor clothing has made camp at the same place. The man offers to tell you a hadith he has if you can spare him some bread.;;;;;;;;;;;;;x
EVTOPT_hajjhadithyes;Listen to the old man.;;;;;;;;;;;;;x
EVTOPT_hajjhadithno;It is just an old man...;;;;;;;;;;;;;x
TOOLTIP_LISTEN_TO_HADITHHAJJ;You listen carefully to the old man's hadith.\n;;;;;;;;;;;;;x

END_OF_ZIYARA;End of Ziyara;;;;;;;;;;;;;x

### ASHURA EVENT ###

celebrate_ashura;Commemorate Ashura;;;;;;;;;;;;;x
celebrate_ashura_desc;Ashura commemorates the martyrdom of Hussayn ibn Ali, grandson of the Prophet, in a battle against the tyrannical Caliph Yazid on the plains of Karbala. Ashura is one of the most important holy days in Shia Islam, and its commemmoration among the faithful has survived until the present day.;;;;;;;;;;;;;x
ashura_decision;You begin commemmorating Ashura.;;;;;;;;;;;;;x
ashura_timer;Recently Commemmorated Ashura;;;;;;;;;;;;;x
EVTDESC_ashura_1;The month of Muharram approaches - and with it, the solemn reminder of Ashura. The revolution of the third Imam, Hussayn, Alayhi Salam, will not be forgotten and will not go in vain. The struggle on Karbala's plain has ignited a flame that will forever remain!;;;;;;;;;;;;;x
EVTOPTA_ashura_1;Labayka ya Hussayn!;;;;;;;;;;;;;x
TXT_ashura_begins;You begin commemmorating Ashura.;;;;;;;;;;;;;x
EVTDESC_ashura_2;The anniversary of the first day of the battle in Karbala has arrived, and with it, mourners in black flock the streets. As you watch a Taziya reenactment of the battle, you contemplate to yourself the virtue of righteous resistance. The Imam was truly brave to fight against the tyrant of his time.;;;;;;;;;;;;;x
EVTOPTA_ashura_2;Death with dignity is better than life with humiliation.;;;;;;;;;;;;;x
EVTOPTB_ashura_2;Better to live and fight another day, in my opinion.;;;;;;;;;;;;;x
EVTDESC_ashura_3;Soon after the events at Karbala, a curious tradition of self-flagellation, or Tatbir, grew among some more zealous Shi'a. A theological debate has broken out before you, as scholars argue whether or not Tatbir is permissible - self-damage is usually considered haram, but some stubbornly adhere to the tradition.;;;;;;;;;;;;;x
EVTOPTA_ashura_3;I will join the mourners myself!;;;;;;;;;;;;;x
EVTOPTB_ashura_3;Tatbir is a problematic practice, and so I must ban it.;;;;;;;;;;;;;x
EVTDESC_ashura_4;On this ninth day, several prominent events occurred - the Tyrant's army besieged the Imam and his companions in Karbala, and preparations for battle were made. Many of the faithful go to Mosques and engage in charity - perhaps you should, as well.;;;;;;;;;;;;;x
EVTOPTA_ashura_4;Make it so - distribute alms to the poor.;;;;;;;;;;;;;x
EVTOPTB_ashura_4;I am indisposed.;;;;;;;;;;;;;x
EVTDESC_ashura_5;The tenth day of Muharram is here, and commemoration reaches a high point. On this day, the Imam, most of his family, and all of his companions were martyred by the forces of The Tyrant. Though the sacrifice at Karbala happened long ago, its lessons are learned from even to this day. Your thoughts are interrupted by a large shout, as the crowd chants "Ya Hussayn!";;;;;;;;;;;;;x
EVTOPTA_ashura_5;Every day is Ashura, every land is Karbala.;;;;;;;;;;;;;x
EVTDESC_ashura_6;It has been forty days since the commemoration of Ashura. Traditionally, many would make a pilgrimage to the shrine of the Imam, but as this is unfeasible, many of the devout choose to fast on this day in final commemoration.;;;;;;;;;;;;;x
EVTOPTA_ashura_6;I will join the fast.;;;;;;;;;;;;;x
EVTOPTB_ashura_6;I do not think that is necessary.;;;;;;;;;;;;;x
EVTOPTC_ashura_6;I cannot fast - I am at war!.;;;;;;;;;;;;;x
EVTDESC_ashura_7;Unfortunately, war has come to your realm in the middle of Ashura. All commemmorations must cease immediately.;;;;;;;;;;;;;x

### Muslim Artifacts ###
ancient_quran;Ancient Quran;;;;;;;;;;;;;x
ancient_quran_desc;Brittle to the touch, this Quran has survived hundreds of years, its origins pre-Event.;;;;;;;;;;;;;x
prayer_mat;Ancient Prayer Mat;;;;;;;;;;;;;x
prayer_mat_desc;This prayer mat is finely crafted, with the precision of pre-Event fabrication.;;;;;;;;;;;;;x

### Decision Cooldowns ###
ashura_timer;Commemorated Ashura;;;;;;;;;;;;;x
ashura_timer_desc;This Character has commemorated Ashura.;;;;;;;;;;;;;x
