###########Mercenary Unlanded Titles###########
d_blessed_wandering_knights_of_the_holy_fools;Blessed Knights of the Holy Fool;;;;;;;;;;;;;x
d_chollima_riders;Chollima Riders;Chollima Riders;Chollima Riders;;Chollima Riders;;;;;;;;;x
d_jaturamitr_green;Jaturamitr - Green Order;;;;;;;;;;;;;x
d_jaturamitr_white;Jaturamitr - White Order;;;;;;;;;;;;;x
d_jaturamitr_gold;Jaturamitr - Gold Order;;;;;;;;;;;;;x
d_samut_prakarn_croc;Crocodile Zoological Society;;;;;;;;;;;;;x
d_asa_cham;Cham Volunteer;;;;;;;;;;;;;x
d_macabebe_scouts;Macabebe Scouts;;;;;;;;;;;;;x
d_men_in_barong;Men in Barong;;;;;;;;;;;;;x
d_juramentados;Juramentados;;;;;;;;;;;;;x
d_warriors_of_magellan;Warriors of Magellan;;;;;;;;;;;;;x
d_san_miguel_beermen;San Miguel Beermen;;;;;;;;;;;;;x
d_azkals;Azkals;;;;;;;;;;;;;x
d_pishoye;Pi-sho-ye;;;;;;;;;;;;;x
d_lucoes;Luções;;;;;;;;;;;;;x
d_asiatic_fleet;Asiatic Fleet;;;;;;;;;;;;;x
d_joyful_bees;Joyful Bees;;;;;;;;;;;;;x
d_admirals_of_the_empire;Admirals of the Empire;;;;;;;;;;;;;x
d_free_rangers;Free Rangers;;;;;;;;;;;;;x
d_tojo_clan;Tojo Clan;;;;;;;;;;;;;x
d_forbidden_company;Forbidden Company;;;;;;;;;;;;;x
d_descended_dragons_of_lac;Descended Dragons of Lac;;;;;;;;;;;;;x
d_white_elephants;White Elephants;;;;;;;;;;;;;x
d_black_flag_army;Black Flag Army;;;;;;;;;;;;;x
d_red_devils;Red Devils;;;;;;;;;;;;;x
d_guanning_cavalry;Guanning Cavalry;;;;;;;;;;;;;x
d_futaubang;Futaubang;;;;;;;;;;;;;x
d_society_of_blue_shirts;Society of Blue Shirts;;;;;;;;;;;;;x
d_guangxi_wolf_soldiers;Guangxi Wolf Soldiers;;;;;;;;;;;;;x
d_static_fortress_cavalry;Static Fortress Cavalry;;;;;;;;;;;;;x
d_iron_harrier;Iron Harrier;;;;;;;;;;;;;x
d_lava_spring;Lava Spring;;;;;;;;;;;;;x
d_eight_one_rocket;Eight One Rocket;;;;;;;;;;;;;x
d_tigers_of_the_amur;Tigers of the Amur;;;;;;;;;;;;;x
d_little_white_dragons;Little White Dragons;;;;;;;;;;;;;x
d_sons_of_limahon;Sons of Limahon;;;;;;;;;;;;;x
d_bullys_buccaneers;Bully's Buccaneers;;;;;;;;;;;;;x
d_selangor_red_giant;Red Giants;;;;;;;;;;;;;x
d_penang_black_panther;Black Panther;;;;;;;;;;;;;x
d_johor_southern_tigers;Southern Tigers;;;;;;;;;;;;;x
d_kelantan_red_warrior;Red Warrior;;;;;;;;;;;;;x
d_sarawak_crocs;Sarawak Crocs;;;;;;;;;;;;;x
d_sabah_rhinos;Sabah Rhinos;;;;;;;;;;;;;x
d_laskar_sambernyawa;Laskar Sambernyawa;;;;;;;;;;;;;x
d_macan_tidar;Macan Tidar;;;;;;;;;;;;;x
d_macan_kemayoran;Macan Kemayoran;;;;;;;;;;;;;x
d_macan_putih;Macan Putih;;;;;;;;;;;;;x
d_bajul_ijo;Bajul Ijo;;;;;;;;;;;;;x
d_badai_pegunungan;Badai Pegunungan;;;;;;;;;;;;;x
d_pangeran_biru;Pangeran Biru;;;;;;;;;;;;;x
d_lele_glagah;Lele Glagah;;;;;;;;;;;;;x
d_hyundai;Hyundai;;;;;;;;;;;;;x
d_samsung;Samsung;;;;;;;;;;;;;x
d_kathmandu_battle_nuns;Drukpa Kagyu;;;;;;;;;;;;;x

###########Titles###########
CAPTAIN;Captain;;;;;;;;;;;;;x
CAPTAIN_FOA;Captain;;;;;;;;;;;;;x
GRANDMASTER;Grandmaster;;;;;;;;;;;;;x
GRANDMASTER_FOA;Grandmaster;;;;;;;;;;;;;x
HAWAIIAN_KING;Ali'i nui;;;;;;;;;;;;;x
HAWAIIAN_KING_FOA;Majesty;;;;;;;;;;;;;x
