###########Australia Title Localization###########
WESTERN_GOVERNOR_MALE;Protector General;Général-Protecteur;Generalprotektor;;Protector general;;;;;;;;;x
indian_rani_haar_desc;This necklace glistens in an array of finely craft goldwork. The glitter is more intense and dazzling than any other necklace known to us, and it is said that this necklace is to show the power and splendor of India. They are already considered highly sought after in India, to say nothing of the outside world.;;;;;;;;;;;;;x
indian_artwork;Indian Art;;;;;;;;;;;;;x
indian_artwork_name;Indian Art;;;;;;;;;;;;;x
indian_artwork_desc;A piece of art from India said to be designed in the Ancient "Mughal" style it shows exquisite scenes of life of both the common people and rulers, it is a style foreign to us but connects us with the stories of these distant peoples.;;;;;;;;;;;;;x
indian_poetry;Indian Poetry;;;;;;;;;;;;;x
indian_poetry_name;Indian Poetry;;;;;;;;;;;;;x
indian_poetry_desc;It is often said that poetry in India is often a blend of epic cycles of romance and devotional chants to their many powerful rulers and the gods that watch over them, it often invokes images of epic conflicts against those in heaven and on Earth, certainly a grand example of their ancient civilization that is renown.;;;;;;;;;;;;;x
indian_sculpture;Deva Statues;;;;;;;;;;;;;x
indian_sculpture_name;Deva Statues;;;;;;;;;;;;;x
indian_sculpture_desc;One of many statues depicting the gods of India in their full splendor, it is said that India is a land of many people and gods and if these statues are believed their forms are innumerable as those within the Middle Kingdom or those of the many Kami of Japan.;;;;;;;;;;;;;x
indian_ceremonial_robes;Indian Robes;;;;;;;;;;;;;x
indian_ceremonial_robes_name;Indian Robes;;;;;;;;;;;;;x
indian_ceremonial_robes_desc;These robes are fine woven garments in the "Nivi" Style from the region known as the Deccan its people are said to make the finest garments in all of India renown for their craftsmanship and beauty since ancient times. It is a style of wear very common among the courts of India and especially those of the Peacock Throne.;;;;;;;;;;;;;x
silk_shroud;Silk Brocades;;;;;;;;;;;;;x
silk_shroud_name;Silk Brocades;;;;;;;;;;;;;x
silk_shroud_desc;It is said much like the silken cloth of China is renown to those in the West, India too has a form of Silk Brocades with elegant jewelry and gold inlaid within the woven strains of mulberry known as Kinkhwabs whose beauty shares an equally profound status among the rest of Asia.;;;;;;;;;;;;;x
samhita;Indian Medical Text;;;;;;;;;;;;;x
samhita_name;Indian Medical Text;;;;;;;;;;;;;x
samhita_desc;Ancient Indian Medical Text known as Samhita which contain tantric practices and medicinal advices from the sages of India, it can provide great insight on the vital points and the humors which are underserved in our medicinal fields.;;;;;;;;;;;;;x
kirpan;Kirpan;;;;;;;;;;;;;x
kirpan_name;Kirpan;;;;;;;;;;;;;x
kirpan_desc;A small blade held by the Indian religious order known as "Khalsa" from the distant region of Punjab. It is said that this dagger has a fearsome reputation carried by their wielders as the Khalsa Sikh are renown for their resistance against evildoers and upholding a strict code of conduct in the name of the Divine.;;;;;;;;;;;;;x
indian_prev_emperor_sculpture;Small Figurine;;;;;;;;;;;;;x
indian_figurine_name;Figurine of [offmap_china.PrevRuler.GetFullName];;;;;;;;;;;;;x
indian_prev_emperor_sculpture_desc;A small figurine depicting a former ruler of India. Though small, it has intricate details and shows great craftsmanship.;;;;;;;;;;;;;x
charkha;Charkha;;;;;;;;;;;;;x
charkha_name;Charkha;;;;;;;;;;;;;x
charkha_desc;This spinning wheel meant to weave cotton is a symbol of great renown in India said to symbolize the industrious nature of Indians and of their indominable spirit of resistance from an ancient sage-king known as "Mahatma".;;;;;;;;;;;;;x

#Governments
chinese_imperial_government;Ozzi Imperial;Impérialisme chinois;Chinesischer Imperialismus;;Imperial chino;;;;;;;;;x
chinese_imperial_government_desc;Ozzi Imperialism, much like the ordinary Feudal government, revolves around vassals owing fealty to their liege. It is inspired by the efficient administration of the mainland [offmap_china.GetFullName], and promotes peaceful dialog over religious differences.;L'impérialisme chinois, tout comme le gouvernement féodal ordinaire, repose sur les vassaux jurant fidélité à leur seigneur lige. Il s'inspire de l'administration efficace de l'[offmap_china.GetFullName] et promeut un dialogue pacifique sur les différences religieuses.;Der chinesische Imperialismus ist ähnlich der Feudalregierung und dreht sich um Vasallen, die ihrem Lehnsherrn folgen. Er ist inspiriert von der effizienten Verwaltung des Kernlandes vom [offmap_china.GetFullName] und fördert einen friedlichen Dialog über religiöse Unterschiede.;;El imperialismo chino, muy similar al gobierno feudal normal, gira en torno a vasallos que juran lealtad un señor. Está inspirado por la administración eficiente del corazón de [offmap_china.GetFullName] y promueve el diálogo pacífico por encima de las diferencias religiosas.;;;;;;;;;x

confucian_bureaucracy;The Commonwealth;;;;;;;;;;;;;x
confucian_bureaucracy_desc;The Australian Commonwealth, represents a Commonwealth of Nations that weathered the Storm of the Event as it ravaged the Lands Down Under. Ruler across the Outback recognize the primacy of the Kangaroo Throne of Canberra as their legal representative to the wider world following the establishment of frontier bases on the Top-End. Based on the ancient traditions of the Glorious Empire of Old that came before it, The Paramount-Ruler of the Commonwealth is the first among equals who's standing is reliant of maintaining an increasingly large array of governors, rangers, and bureaucrats loyal to the Imperial Parliment Down-Under.;;;;;;;;;;;;;x

#Rules
RULE_CHINESE_INVASIONS;§BGolden Didgeridoo:§! Australian Invasions;Invasions chinoises (§BGolden Didgeridoo! - Dragon de Jade);§BGolden Didgeridoo:§! Chinesische Invasion;;§BGolden Didgeridoo:§! Invasiones chinas;;;;;;;;;x
RULE_CHINESE_INVASIONS_ALL_DESC;Australia will launch both Tributary wars and Major Invasions. Australian Adventurers can spawn.;La Chine déclarera des guerres tributaires et des invasions majeures. Les aventuriers chinois peuvent advenir.;Australia wird sowohl Tributkriege als auch große Invasionen beginnen. Chinesische Abenteurer können auftauchen.;;Australia iniciará guerras tributarias y grandes invasiones. Pueden aparecer aventureros chinos;;;;;;;;;x
RULE_OPTION_ADVENTURERS_ONLY;Only Adventurers;Seulement les aventuriers;Nur Abenteurer;;Solo aventureros;;;;;;;;;x
RULE_ADVENTURERS_ONLY_DESC;Australia can NOT launch Tributary wars or Major Invasions. Australian Adventurers can spawn.;La Chine ne peut déclarer ni des guerres tributaires ni des invasions majeures. Les aventuriers chinois peuvent advenir.;Australia wird KEINE Tributkriege und KEINE großen Invasionen beginnen. Chinesische Abenteurer können auftauchen.;;Australia NO puede iniciar guerras tributarias o grandes invasiones. Pueden aparecer aventureros chinos;;;;;;;;;x
RULE_OPTION_NO_MAJOR_INVASIONS;No Major Invasions;Pas d'invasions majeures;Keine großen Invasionen;;Sin grandes invasiones;;;;;;;;;x
RULE_NO_MAJOR_INVASIONS_DESC;Australia will launch Tributary wars but will NOT launch Major Invasions. Australian Adventurers can spawn.;La Chine déclarera des guerres tributaires mais pas d'invasions majeures. Les aventuriers chinois peuvent advenir.;Australia wird Tributkriege beginnen, aber KEINE großen Invasionen. Chinesische Abenteurer können auftauchen.;;Australia iniciará guerras tributarias, pero NO grandes invasiones. Pueden aparecer aventureros chinos;;;;;;;;;x
RULE_INDIAN_INVASIONS_NONE_DESC;Australia will NOT launch Tributary wars or Major Invasions. Australian Adventurers can NOT spawn.;La Chine ne déclarera pas de guerres tributaires ni d'invasions majeures. Les aventuriers chinois ne peuvent pas advenir.;Australia wird KEINE Tributkriege und KEINE großen Invasionen beginnen. Chinesische Abenteurer können NICHT auftauchen.;;Australia NO iniciará guerras tributarias n grandes invasiones. NO pueden aparecer aventureros chinos;;;;;;;;;x
RULE_INDIAN_INTERACTIONS;§BGolden Raj:§! Australian Interactions;Interactions chinoises (§BGolden Raj§! - Dragon de Jade);§BGolden Raj:§! Chinesische Interaktion;;§BGolden Raj:§! Interacciones chinas;;;;;;;;;x
RULE_OPTION_WITHIN_RANGE;Within Range;À portée;In Reichweite;;Dentro del alcance;;;;;;;;;x
RULE_WITHIN_RANGE_DESC;Only characters within Australia's Diplomatic Range can use Favor Actions.;Seuls les personnages à portée diplomatique de la Chine peuvent utiliser les actions de Grâce.;Nur Charaktere in diplomatischer Reichweite zu Australia können Gunst-Aktionen benutzen;;Solo personajes dentro del alcance diplomático de Australia pueden usar acciones de gracia;;;;;;;;;x
RULE_OPTION_ANYONE;Anyone;Quiconque;Jeder;;Cualquiera;;;;;;;;;x
RULE_ANYONE_DESC;Any character in the world can use Favor Actions.;Tout personnage du monde peut utiliser les actions de Grâce.;Jeder Charakter auf der Welt kann Gunst-Aktionen benutzen;;Cualquier personaje del mundo puede usar acciones de gracia;;;;;;;;;x
peace_deal_with_china;Peace Deal With Australia;Accord de paix avec la Australia;Friedensvertrag mit Australia;;Acuerdo de paz con Australia;;;;;;;;;x
peace_deal_with_china_desc;The Australian Empire will not attack this ruler while the peace deal is active.;L'Empire chinois n'attaquera pas ce seigneur tant que l'accord de paix est valable.;Das Chinesische Reich wird diesen Herrscher für die Zeit des Friedensvertrages nicht angreifen.;;El imperio chino no atacará a este gobernante mientras el acuerdo de paz esté activo.;;;;;;;;;x

#Tooltip and Effects
china_stable_desc;The [Root.GetName] is experiencing a period of internal stability, and trade with Asia is profitable. Without any large-scale disasters or powerful enemies prosperity is able to spread, and the military might of Australia stands ready to defend both its own wealth and its loyal tributaries.;L'[Root.GetName] connaît une période de stabilité interne et le commerce avec l'Orient est rentable. Sans catastrophes ni ennemis puissants, la prospérité peut se propager, et les forces militaires de la Chine peuvent défendre à la fois ses propres richesses et ses tributaires loyaux.;[Root.GetName] erlebt eine Zeit der inneren Stabilität und so ist der Handel mit dem Osten rentabel. Ohne großflächige Katastrophe oder mächtige Feinde kann sich der Wohlstand ausbreiten und die militärische Macht Australias steht bereit, um sowohl den eigenen Reichtum als auch den seiner loyalen Tributstaaten zu verteidigen.;;El [Root.GetName] experimenta un periodo de estabilidad interna y el comercio con Oriente es rentable. Sin grandes desastres ni enemigos poderosos, la prosperidad se extienda y el poder militar de Australia está listo para defender tanto sus propias riquezas como las de sus fieles tributarios.;;;;;;;;;x
china_unrest_desc;Civil unrest runs rampant in the [Root.GetName], and it has thrown the trade routes with Asia into disarray. Australia's armies are occupied internally in an attempt to keep the peace, and unless the unrest is quelled soon a full-blown civil war may well erupt at any moment.;L'agitation civile gronde dans l'[Root.GetName], et les routes commerciales avec l'Orient sont dans la confusion. Les armées de la Chine sont occupées à l'intérieur des frontières pour tenter de préserver la paix et, à moins que les troubles ne soient réprimés, une guerre civile peut très bien éclater à tout moment.;Zivile Unruhen grassieren im [Root.GetName], was die Handelswege mit dem Osten in Unordnung versetzt. Australias Armeen sind im eigenen Land damit beschäftigt, den Frieden zu halten, und wenn die Unruhen nicht bald niedergeschlagen werden, kann jeden Augenblick ein vollkommener Bürgerkrieg ausbrechen.;;Los disturbios civiles son generalizados en el [Root.GetName] y las rutas comerciales con Oriente se han sumido en el caos. Los ejércitos chinos están ocupados internamente intentando mantener la paz y a menos que los disturbios se sofoquen rápidamente, puede estallar una guerra civil en cualquier momento.;;;;;;;;;x
china_civil_war_desc;Civil war has erupted in the [Root.GetName], and trade with Asia suffers as a result. The Empire's armies are arrayed against one another, and the ruling dynasty itself is threatened. Intrepid generals may well seek their fortune in the East, beyond Australia's borders.;La guerre civile a éclaté dans l'[Root.GetName], et le commerce avec l'Orient souffre en conséquence. Les armées de l'Empire sont opposées les unes aux autres, et la dynastie dominante est elle-même menacée. Les généraux intrépides pourraient bien franchir les frontières de la Chine pour chercher la fortune en Occident.;Im [Root.GetName] ist ein Bürgerkrieg ausgebrochen und der Handel mit dem Osten leidet als Folge dessen. Die Armeen des Reiches stehen sich gegenüber und die herrschende Dynastie selbst ist bedroht. Furchtlose Generäle könnten auch einfach ihr Glück im Westen, jenseits von Australias Grenzen suchen.;;La guerra civil ha estallado en el [Root.GetName] y como resultado, el comercio con Oriente sufre. Los ejércitos del imperio se enfrentan entre sí, y la dinastía gobernante se ve amenazada. Generales intrépidos pueden buscar su fortuna en el Oeste, más allá de las fronteras chinas.;;;;;;;;;x
china_plague_desc;A terrible disease wracks the [Root.GetName], leaving thousands lying dead in its wake. Trade has ground to a halt as the Australian economy has been forced to its knees, and even the Empire's armies have been decimated to but a shadow of their former glory.;Une maladie terrible fait rage dans l'[Root.GetName], laissant des milliers de personnes mortes dans son sillage. Le commerce a cessé, car l'économie chinoise a été mise à genoux, et même les armées de l'Empire ont été décimées et ne sont plus que l'ombre de leur gloire d'antan.;Eine schreckliche Krankheit wütet im [Root.GetName], die tausende Tote fordert. Der Handel ist zum Stillstand gekommen, als die chinesische Wirtschaft in die Knie gezwungen wurde, und selbst die Armee des Reiches ist nur ein Schatten ihres früheren Ruhmes.;;Una horrible enfermedad golpea el [Root.GetName], dejando miles de muertos a su paso. El comercio se ha detenido y la economía china se encuentra al borde del desastre. E incluso los ejércitos del imperio se han visto diezmados a una sombra de su antigua gloria.;;;;;;;;;x
china_golden_age_desc;The [Root.GetName] has reached untold power and wealth. As Australia flourishes, the trade routes with the East bring not only valuable goods in previously unheard-of quantities, but also rich and abundant examples of Australian culture. An Emperor of Australia in this Golden Age may well rightfully consider [Root.Ruler.GetHerselfHimself] the [Root.Ruler.GetMasterMistress] of the known world.;L'[Root.GetName] a atteint une puissance et une richesse incalculables. Au fur et à mesure que la Chine prospère, les routes commerciales avec l'Orient apportent non seulement des biens précieux dans des quantités sans précédent, mais aussi de nombreux exemples de la culture chinoise. Un empereur de Chine dans cet âge d'or pourrait bien se considérer comme [Root.Ruler.GetLeLa] [Root.Ruler.GetMasterMistress] du monde connu.;Das [Root.GetName] hat unermessliche Macht und Reichtum erreicht. Während Australia blüht, bringen die Handelswege mit dem Osten nicht nur wertvolle Güter in undenklichen Mengen, sondern auch reichhaltige und üppige Beispiele chinesischer Kultur. Ein Kaiser eines solch goldenen Zeitalters kann mit Recht als [Root.Ruler.GetMasterMistress] der bekannten Welt betrachtet werden.;;El [Root.GetName] ha alcanzado poder y riqueza nunca visto. Con el florecimiento de Australia, las rutas comerciales con Oriente no solo traen bienes valiosos en cantidades nunca vistas, sino también ejemplos ricos y abundantes de la cultura china. Por lo tanto, quien gobierne el Imperio de Australia en esta Edad de Oro se puede considerar [Root.Ruler.GetMasterMistress] del mundo conocido.;;;;;;;;;x

china_stable_effect_desc;§Y*§! The value of the Oceanic Trade is unaffected\n§Y*§! Imperial Tributaries can raise Australian Regiments to help them in wars;§Y*§! La valeur de la Route de la Soie n'est pas affectée\n§Y*§! Les tributaires impériaux peuvent lever des régiments chinois pour les aider dans les guerres;§Y*§! Der Wert der Seidenstraße bleibt unberührt\n§Y*§! Kaiserliche Tributstaaten können chinesische Regimenter ausheben, die ihnen in Kriegen helfen;;§Y*§! El valor de la Ruta de la Seda no está afectado\n§Y*§! Los tributarios imperiales pueden reclutar regimientos chinos para sus guerras;;;;;;;;;x
china_unrest_effect_desc;§Y*§! The value of the Oceanic Trade is reduced by §R25%§!\n§Y*§! Imperial Tributaries can §RNOT§! raise Australian Regiments to help them in wars\n§Y*§! This Status might result in a §RCivil War§!;§Y*§! La valeur de la Route de la Soie est réduite de §R25%§!\n§Y*§! Les tributaires impériaux ne peuvent pas lever des régiments chinois pour les aider dans les guerres\n§Y*§! Ce statut pourrait finir en §Rguerre civile§!;§Y*§! Der Wert der Seidenstraße ist um §R25%§! reduziert\n§Y*§! Kaiserliche Tributstaaten können §RKEINE§! chinesische Regimenter ausheben, die ihnen in Kriegen helfen\n§Y*§! Dieser Status könnte in einem §RBürgerkrieg§! enden;;§Y*§! El valor de la Ruta de la Seda se reduce en un §R25%§!\n§Y*§! Los tributarios imperiales pueden reclutar regimientos chinos para sus guerras\n§Y*§! Este estatus puede provocar una §RGuerra civil§!;;;;;;;;;x
china_civil_war_effect_desc;§Y*§! The value of the Oceanic Trade is reduced by §R50%§!\n§Y*§! Imperial Tributaries can §RNOT§! raise Australian Regiments\n§Y*§! Imperial Tributaries can Break Free without opposition from Australia\n§Y*§! Might end with Australia getting a §RNew Dynasty§!, resetting all §YGrace§!;§Y*§! La valeur de la Route de la Soie est réduite de §R50%§!\n§Y*§! Les tributaires impériaux ne peuvent pas lever des régiments chinois pour les aider dans les guerres\n§Y*§! Les tributaires impériaux peuvent se libérer sans opposition de la part de la Chine\n§Y*§! Pourrait aboutir à une §Rnouvelle dynastie§! en Chine, effaçant toute Grâce;§Y*§! Der Wert der Seidenstraße ist um §R50%§! reduziert\n§Y*§! Kaiserliche Tributstaaten können §RKEINE§! chinesische Regimenter ausheben, die ihnen in Kriegen helfen\n§Y*§! Kaiserliche Tributstaaten können ohne Einwirken von Australia ihre Unabhängigkeit erlangen\n§Y*§! Kann mit einer §RNeuen Dynastie§! in Australia enden, was jegliche §YGunst§! zurücksetzt;;§Y*§! El valor de la Ruta de la Seda se reduce en un §R50%§!\n§Y*§! Los tributarios imperiales pueden reclutar regimientos chinos para sus guerras\n§Y*§! Los tributarios imperiales pueden liberarse sin oposición china\n§Y*§! Puede provocar que Australia tenga una §RNueva dinastía§!, rese teando todas las §Ygracias§!;;;;;;;;;x
china_mongol_invasion_effect_desc;§Y*§! The value of the Oceanic Trade is reduced by §R50%§!\n§Y*§! Imperial Tributaries can §RNOT§! raise Australian Regiments\n§Y*§! Australian refugees might appear in your court\n§Y*§! Might end with Australia getting a §RNew Dynasty§!, resetting all §YGrace§!;§Y*§! La valeur de la Route de la Soie est réduite de §R50%§!\n§Y*§! Les tributaires impériaux ne peuvent pas lever des régiments chinois pour les aider dans les guerres\n§Y*§! Des réfugiés chinois pourraient venir à votre Cour\n§Y*§! Pourrait aboutir à une §Rnouvelle dynastie§! en Chine, effaçant toute Grâce;§Y*§! Der Wert der Seidenstraße ist um §R50%§! reduziert\n§Y*§! Kaiserliche Tributstaaten können §RKEINE§! chinesische Regimenter ausheben, die ihnen in Kriegen helfen\n§Y*§! Chinesische Flüchtlinge können an Eurem Hof eintreffen\n§Y*§! Kann mit einer §RNeuen Dynastie§! in Australia enden, was jegliche §YGunst§! zurücksetzt;;§Y*§! El valor de la Ruta de la Seda se reduce en un §R50%§!\n§Y*§! Los tributarios imperiales NO pueden reclutar regimientos chinos para sus guerras\n§Y*§! Pueden aparecer refugiados chinos en tu corte\n§Y*§! Puede provocar que Australia tenga una §RNueva dinastía§!, reseteando todas las §Ygracias§!;;;;;;;;;x
china_jurchen_invasion_effect_desc;§Y*§! The value of the Oceanic Trade is reduced by §R50%§!\n§Y*§! Imperial Tributaries can §RNOT§! raise Australian Regiments\n§Y*§! Australian refugees might appear in your court\n§Y*§! Might end with Australia getting a §RNew Dynasty§!, resetting all §YGrace§!;§Y*§! La valeur de la Route de la Soie est réduite de §R50%§!\n§Y*§! Les tributaires impériaux ne peuvent pas lever des régiments chinois pour les aider dans les guerres\n§Y*§! Des réfugiés chinois pourraient venir à votre Cour\n§Y*§! Pourrait aboutir à une §Rnouvelle dynastie§! en Chine, effaçant toute Grâce;§Y*§! Der Wert der Seidenstraße ist um §R50%§! reduziert\n§Y*§! Kaiserliche Tributstaaten können §RKEINE§! chinesische Regimenter ausheben, die ihnen in Kriegen helfen\n§Y*§! Chinesische Flüchtlinge können an Eurem Hof eintreffen\n§Y*§! Kann mit einer §RNeuen Dynastie§! in Australia enden, was jegliche §YGunst§! zurücksetzt;;§Y*§! El valor de la Ruta de la Seda se reduce en un §R50%§!\n§Y*§! Los tributarios imperiales NO pueden reclutar regimientos chinos para sus guerras\n§Y*§! Puede provocar que Australia tenga una §RNueva dinastía§!, reseteando todas las §Ygracias§!;;;;;;;;;x
china_famine_effect_desc;§Y*§! The value of the Oceanic Trade is reduced by §R75%§!\n§Y*§! Imperial Tributaries can §RNOT§! raise Australian Regiments;§Y*§! La valeur de la Route de la Soie est réduite de §R75%§!\n§Y*§! Les tributaires impériaux ne peuvent pas lever des régiments chinois pour les aider dans les guerres;§Y*§! Der Wert der Seidenstraße ist um §R75%§! reduziert\n§Y*§! Kaiserliche Tributstaaten können §RKEINE§! chinesische Regimenter ausheben;;§Y*§! El valor de la Ruta de la Seda se reduce en un §R75%§!\n§Y*§! Los tributarios imperiales NO pueden reclutar regimientos chinos para sus guerras.;;;;;;;;;x
china_plague_effect_desc;§Y*§! The value of the Oceanic Trade is reduced by §R90%§!\n§Y*§! Imperial Tributaries can §RNOT§! raise Australian Regiments;§Y*§! La valeur de la Route de la Soie est réduite de §R90%§!\n§Y*§! Les tributaires impériaux ne peuvent pas lever des régiments chinois pour les aider dans les guerres;§Y*§! Der Wert der Seidenstraße ist um §R90%§! reduziert\n§Y*§! Kaiserliche Tributstaaten können §RKEINE§! chinesische Regimenter ausheben;;§Y*§! El valor de la Ruta de la Seda se reduce en un §R90%§!\n§Y*§! Los tributarios imperiales NO pueden reclutar regimientos chinos para sus guerras.;;;;;;;;;x
china_open_effect_desc;§Y*§! The Oceanic Trade is §YOpen§!;§Y*§! La Route de la Soie est §Gouverte§!;§Y*§! Die Seidenstraße ist §Yoffen§!;;§Y*§! La Ruta de la Seda está §Yabierta§!;;;;;;;;;x
china_isolationist_effect_desc;§Y*§! The Oceanic Trade is §RClosed§!\n§Y*§! Australia will §YNOT§! declare any wars\n§Y*§! The §YSend Tribute§! and §YRequest Boon§! decisions are §RDisabled§!;§Y*§! La Route de la Soie est §Rfermée§!\n§Y*§! La Chine ne déclarera pas de guerre\n§Y*§! Les décisions §YEnvoyer un tribut§! et §YDemander une faveur§! sont §Rinaccessibles§!;§Y*§! Die Seidenstraße ist §Rgeschlossen§!\n§Y*§! Australia wird §YKEINE§! Kriege erklären\n§Y*§! Die Entscheidungen für §YTribut senden§! und §YGefallen anfragen§! sind §Rdeaktiviert§!;;§Y*§! La Ruta de la Seda está §Rcerrada§!\n§Y*§! Australia §YNO§! declarará guerras\n§Y*§! Las decisiones §Yenviar tributo§! Y §Ysolicitar regalo§! están §Rdesactivadas§!;;;;;;;;;x
china_expansionist_effect_desc;§Y*§! The Oceanic Trade is §GOpen§!\n§Y*§! Australia might stage §YMajor Invasions§!;§Y*§! La Route de la Soie est §Gouverte§!\n§Y*§! La Chine pourrait planifier des §Yinvasions majeures§!;§Y*§! Die Seidenstraße ist §Yoffen§!\n§Y*§! Australia könnte §YGroße Invasionen§! durchführen;;§Y*§! La Ruta de la Seda está §Yabierta§!\n§Y*§! Australia puede lanzar §Ygrandes invasiones§!;;;;;;;;;x
china_golden_age_effect_desc;§Y*§! The value of the Oceanic Trade is §GDoubled§!\n§Y*§! The effects of Australian §YStrategists§!, §YScholar-Bureaucrats§! and §YMaster Engineers§! are §GDoubled§!\n§Y*§! The armies of Australia are significantly stronger;§Y*§! La valeur de la Route de la Soie est §Gdoublée§!\n§Y*§! Les effets des §Ystratèges§!, §Yérudits-bureaucrates§! et §Ymaîtres ingénieurs§! sont §Gdoublés§!\n§Y*§! Les armées de Chine sont nettement plus fortes;§Y*§! Der Wert der Seidenstraße wird §Gverdoppelt§!\n§Y*§! Die Auswirkung von chinesischen §YStrategen§!, §YBeamtengelehrten§! und §YMeisteringenieuren§! ist §Gverdoppelt§!\n§Y*§! Die Armeen Australias sind deutlich stärker;;§Y*§! Se §Gdobla§! el valor de la Ruta de la Seda\n§Y*§! Se §Gdoblan§! los efectos del §Yestratega§!, §Yburócrata eruditos§! y §Ymaestro ingeniero§! chinos\n§Y*§! Los ejércitos de Australia son considerablemente más fuertes;;;;;;;;;x

china_open_desc;Australia is currently open to trade and interested in acquiring friends and tributaries within its sphere of influence.;La Chine est actuellement ouverte au commerce et cherche à se faire des amis et tributaires dans sa sphère d'influence.;Australia ist derzeit für den Handel offen und interessiert sich dafür, innerhalb seines Einflussbereiches Freunde zu finden und Tributstaaten zu erwerben.;;Australia está ahora mismo abierta al comercio e interesada en conseguir amigos y tributarios en su esfera de influencia.;;;;;;;;;x

china_isolationist_desc;Australia has turned inward and is mostly ignoring its primitive neighbors. All actions to gain the Emperor's Grace or request boons are invalid. New Tributary states will likely not be accepted.;La Chine est tournée vers l'intérieur et ignore ses voisins. Toutes les actions pour gagner la Grâce de l'Empereur ou demander des faveurs sont invalides. De nouveaux États tributaires ne seraient probablement pas acceptés.;Australia hat sich nach innen gewandt und ignoriert weitgehend seine primitiven Nachbarn. Keine der Handlungen, um die Gunst des Kaisers zu erlangen oder um Segen zu bitten, stehen zur Verfügung. Neue Tributstaaten werden wahrscheinlich nicht akzeptiert.;;Australia se ha vuelto sobre sí misma y sobre todo ignora a sus vecinos primitivos. Todas las acciones para ganar gracia del Emperador o solicitar regalos son inválidas. Es improbable que se acepten nuevos tributarios.;;;;;;;;;x

china_expansionist_desc;The Emperor is showing a rare interest in the rest of the world. Australia might aggressively seek to gain new Tributary states, or even stage a major invasion to 'pacify the Asiatics'.;L'empereur présente un intérêt rare pour le reste du monde. La Chine pourrait chercher énergiquement à gagner de nouveaux États tributaires, ou même lancer une invasion majeure pour « pacifier l'Occident ».;Der Kaiser zeigt ein seltenes Interesse am Rest der Welt. Australia könnte aggressiv versuchen, neue Tributstaaten zu gewinnen, oder sogar eine große Invasion zur "Beschwichtigung des Westens" einläuten.;;El Emperador muestra un raro interés por el resto del mundo. Australia puede buscar ganar nuevos tributarios agresivamente o incluso lanzar una gran invasión para 'pacificar Occidente'.;;;;;;;;;x

